"287453630586568705","130105 160100","なんと、、、 / ""シーチキンとは、静岡市清水区に本拠を置く水産加工品製造販売のはごろもフーズが製造する『「マグロ」又は「カツオ」の「油漬け」又は「水煮」の缶詰』の商品名（登録商標日本第529904号ほか）である。名前の由来は、味が鶏肉のささみに似ていることからである"""
"287453108450246658","130105 155856","シーチキン缶の蓋を切り離す瞬間の反動でカシュッ☆っていう小気味いい音と共に蓋に付着していた油が「ペペタァ」って部屋の四隅の方向に飛散して行った。"
"287452502486552578","130105 155632","あれ、シーチキンってマグロじゃなかったの。ハゴロモのやつ「かつおフレーク油漬け」って書いてあるw http://t.co/UofqQVMG"
"287450681311379456","130105 154917","ヤマトがやっているような引っ越しの時の冷蔵庫レンタルは本当におすすめ。潔癖性でもなければ洗濯機もおすすめ。"
"287450266704416770","130105 154738","@pekoya レンタルいいともいます！ ただ洗濯機は初回に酸素系漂白剤を貯めて一晩放置したほうがいいですよ！"
"287448703709622272","130105 154126","電子レンジでパスタつくる器でペンネつくったらいけた v(｀ゝω・´)"
"287435224072208384","130105 144752","@pekoya 承知しました。注意事項もあるので一応dm送ります！"
"287432832459104256","130105 143822","自射工場 #隠語"
"287428609264717824","130105 142135","今時の子供はAmazonが1500円以上買った時だけ送料無料だったことを知らないんでしょう。"
"287312686864293890","130105 064057","@piyo4fukki ""■ デジタル大辞泉の解説
かふく‐ぶ 【下腹部】
下腹の部分。特に、陰部。""

つまり、そういうことなんすよ！"
"287312004123865088","130105 063814","RSSリーダーは色々ありますがGoogleが提供しているこれが比較的簡単に使えると思います。
http://t.co/uQBMhakN"
"287309395749122048","130105 062752","この画像がRSSマーク。見覚えがあるかもしれないが、実は多くのサイトがこの機能を提供している。 http://t.co/rkfSuXYI"
"287308040619823105","130105 062229","普段、新しい記事が増えていないか確認しているサイトがあれば、そのサイトのRSSをRSSリーダーに登録しておけばRSSリーダーで自動的に循環しておいてくれるのでRSSリーダーを見るだけで普段巡回しているサイトの更新情報が一目で分かる。"
"287307186391113728","130105 061905","RSSリーダーを知らない、あるいは知っていても使ったことがなければぜひ使用を検討するべきツールだよ。"
"287306095960141825","130105 061445","他には自動でメールが配信される設定を外して、pull型メディアなのに通知がうるさければその通知を切る設定をする。ここまですればあとは情報の質は維持しつつ量だけを削る段階になる。"
"287304547913830400","130105 060836","メールで受信するたびに頭を切り替えなければならならいのは非常に精神的負担が大きい。優先度と緊急度の高いもの以外は、通知せずに「あとで読む」のようなフォルダ分けを自動でしてくれる設定をするか、RSSなどのpull型メディアで代替することを検討する。"
"287303570682957824","130105 060443","docomoなどのキャリアメールは情報をフィルタリングできないから、プライベートなやり取りだけに使う。就活や業務上のメールはgmailで受け取るようにする。すでに登録して届いているメールは地道に解約するかgmailアドレスに振り替える。"
"287302503484252160","130105 060029","push型とはmailやテレビなど自分が受動的に得る情報のことで、pull型とはTwitterやRSSリーダーなど自分が能動的に取得しにいく情報のこと。この二者を分ける事で、精神的負担が見違えるように減るよ。"
"287301971512270848","130105 055822","情報の海に溺れそうなときは、push型の情報とpull型の情報に分類して、push型は優先度と緊急度の高いものだけに絞り、pull型で幅広い情報を得るようにしようね。"
"287300341110804480","130105 055153","日曜夕方 #4文字で人を不安にさせろ"
"287298468635099136","130105 054427","親御さんは大学の様子を実はよく知らないのでアルバムの写真を通して内実を知りたいという動機がある。そして何よりも学費を実際に払い込んでいるのも親御さんであることが多いので卒業の感慨もひとしお。"
"287296942348853248","130105 053823","卒業アルバムの売り込み、真っ先に金のない学生本人じゃなくて実家に資料が届くようになっていて資本の論理が優秀であることを再認識させられた。"
"287296307939389442","130105 053552","「声を大にして言いたい」ならぬ「下腹部を大にして言いたい」という言葉を考えたのでつかっていいですよ。"
"287280823772798976","130105 043420","Ruby 本一冊練習問題終えても無意識で null tte kaite shimatte, sonnan nai tte okorarete hii sumimasen sumimasen tte naru."
"287256321001140225","130105 025658","天衣、じゃなかった着る毛布着たままで外出できないのつらい。"
"287204474190188544","130104 233057","クラウドファンディングの crowd が cloud と混同されるの、Cloud Computing という質の悪いバズワードが乱用されたせいとしか。"
"287203536582889472","130104 232713","@miharamasujirou なるほど、承知しましたっ！"
"287202380926296064","130104 232238","年末年始、例年に比べると割とまじめに勉強したが東京に戻ってきて今日はたまったネットサーフィンをしたので茶らになった。"
"287200659579731970","130104 231547","RT @kuy: ハウる"
"287200658619244545","130104 231548","ハウる
［動］一見動かなさそうなものが動くこと。「例のコミットマージしてもハウったよ」"
"287196470355062784","130104 225909","@miharamasujirou そういえば13の飲み会ですが魚がいいとか鶏がいいとか何か希望はありますか？！"
"287195867230896128","130104 225645","そもそも発展途上国の権力者の子女は国外で勉学させるのが定石か。ロマンは崩壊した。"
"287195449658580992","130104 225505","なるほどw
“@miharamasujirou: いやーこっち貞操観念めちゃくちゃ強いから何もできない。下手したら本当に殺されるww
RT @ymkjp: いやいやヤンゴンならありうるんじゃないですか！？@miharamasujirou: 街中で美人と意気投合したら、その子が…”"
"287195208406425601","130104 225408","外国人向けバーに首相の愛娘とかいそう。なんたってミャンマーは明治維新と高度経済成長が同時に来ている国だから。"
"287193804820340736","130104 224833","いやいやヤンゴンならありうるんじゃないですか！？
“@miharamasujirou: 街中で美人と意気投合したら、その子が大物政治家の娘だったみたいな島耕作的展開は期待しない様にしてる。RT @ymkjp: 近所のご飯も食べれるおしゃれめのバーに来たら同じように1人で飲んで…”"
"287190149111099392","130104 223401","近所のご飯も食べれるおしゃれめのバーに来たら同じように1人で飲んでいるお姉さんと懇意になったという妄想をしたが実際はピーコックで惣菜を買った帰り道である。"
"287164102835580929","130104 205032","「市民の図書館を小学校に作る」っていうのは素晴らしいアイデア。 http://t.co/KVpkA71O"
"287163596717322241","130104 204831","東広島市の懸賞論文が出てきたけど、これは対象者が市内にある大学に限られているので、「町おこしのアイデア募集」というよりは内輪感がいなめないものだった。 http://t.co/fqFsOsQO"
"287163270517911552","130104 204713","18世紀仏国で「懸賞論文による村おこし」が盛んに行われていたことを知って現代の地方自治体でも行われてそうだなと思って調べてみたら、そんなにない。 http://t.co/fqFsOsQO"
"287161565931794433","130104 204027","Googleの2段階認証プロセスを設定した。"
"287147535980703744","130104 194442","年始に見た「ほこたて」、感動したなぁ。技術者の目線が熱くて感情移入してしまった（トータルでは5分くらいしか見てないけど伝わってくるものがあった）。

https://t.co/UrtrfIar"
"287128298520186880","130104 182815","鳥肌立った / ""あの切削音はなんだったんだ？ ―――――と思ったら！ なんと「NWSΩtypeⅡ」が切削工具を削っていた音だったんですね。恐るべし「NWSΩtypeⅡ」！"" http://t.co/wVjRTtCM"
"287122482710855681","130104 180509","震災の時の寄付もそうだったけど、小口が積み上がるほうが額が大きくなる / ""総額約10億ドルに上った献金のうち、約6億9000万ドルがオンライン経由だった"" http://t.co/ZlbYDnWA"
"287117220121829378","130104 174414","年頭の記者会見を見てみて改めて思ったけど、橋本市長って東浩紀らが批判するような「強い道徳」は特に最近ではそんなに強いるようなことはしていないと思うけどなぁ（会見でも朝日新聞にイデオロギーがないのを批判されたが政治家とは既得権益と戦うだけで思想を説く立場ではないと述べている）。"
"287116197797982208","130104 174010","@Ayakonbu724 しかし実際にはうちでは電子レンジの料理しかつくらないのです！（コンロは棚でふさがっている）"
"287115864782819328","130104 173851","ニコ生がんばってるなぁ（質問までしてくれたらなお良いんだけどなぁ） /  【ニコ生タイムシフト視聴中(2013/01/04 10:30放送)】橋下徹 大阪市長 記者会見 生中継 http://t.co/OkhOeuhI #osaka #nicohou #橋下 #維新の会"
"287091468336783360","130104 160154","一人暮らししてると実家と違ってご飯は出てこない。かといって自分のためにご飯つくる気はならない。自分以外に1人でも食べさせる人がいればいいんだけど。"
"287088393832263680","130104 154941","RT @sohbunshu: 自分達が戦争にいかず、敗戦しても変心して偉いまま。数百万人が「靖国神社に行ける」と信じて死んでくれる。こんなリスクのない戦争、それは簡単に発動するわ。"
"287087593521291265","130104 154630","RT @koizuka: 最強のDDoS攻撃 VS 最強のファイヤウォールとか (見てて華やかな絵にならなさそうw)"
"287083813643902977","130104 153129","スマホ向けUbuntu!?"
"287083728239480832","130104 153109","RT @scihdk: 暇人＼(^o^)／速報 : 【OS】スマートフォン向けLinux「Ubuntu」ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!!　2013年末に搭載端末リリースへ http://t.co/Xgmvl2qv"
"287024107629989888","130104 113414","シンガポリアンも本当は結婚して子どもがほしいけど実際にはうまくいっていないのね。 http://t.co/MIXmMkvl"
"287017949938733057","130104 110946","村上隆の Instagram http://t.co/KIXXlZAj"
"287017500691030016","130104 110759","政党名の(SNS投稿数|検索数)はともに小選挙区の得票数と0.9以上の強い正相関。 http://t.co/ZlVYIdEg"
"287013243946422272","130104 105104","""「東京電力福島原子力発電所事故調査委員会法」に基づき、国会に設置されながらも、報告書が国会で議論されることもなければ、委員長の黒川清氏が国会に呼ばれ、その内容を説明し、議論されることもなかった"" http://t.co/6Okfysr1"
"287011632473841664","130104 104440","「今週の技術革新」っていうタグいいなｗ http://t.co/vjFwjpUs"
"287007237757599745","130104 102712","全自動太鼓の達人プレイ機 http://t.co/HRAIJlUN"
"287002592603697152","130104 100844","着る毛布着てると天界の人みたいになる。"
"287001072264941568","130104 100242","Twitterって間違えたことつぶやいてたら意外と指摘が入る印象がある。でもそれ以上に大部分は本当のつぶやきとしてネットの海へと放流されている。"
"286805261161742337","130103 210437","おもしろい / 【ニコ生タイムシフト視聴中(2012/12/05 20:00放送)】「技術、思想、社会」清水亮×川上量生×東浩紀 http://t.co/ePQa5r6L #nicoron"
"286785730783637505","130103 194701","新年一発目のエントリ http://t.co/J4HojWcN"
"286785403850215425","130103 194543","【blog】コンピュータサイエンス科1年生の弟に贈る技術書3冊 http://t.co/J4HojWcN"
"286753965675249664","130103 174047","@miharamasujirou な、なるほど。しかし驚きました。。。ぜひ実家でじっくり話しあってあげてください！"
"286749101901639681","130103 172128","@miharamasujirou えぇ！ ご両親には内緒だったんですね！"
"286748792630439937","130103 172014","【本棚登録】『知らないと損する　池上彰のお金の学校 (朝日新書)』池上 彰 http://t.co/U7hwqGdL #booklog"
"286748590301409281","130103 171926","【本棚登録】『職業としてのAＶ女優 (幻冬舎新書)』中村 淳彦 http://t.co/ssATSqFd #booklog"
"286748551638310912","130103 171916","【本棚登録】『グラゼニ (1)』森高 夕次 http://t.co/qUCJAYJw #booklog"
"286748531354656769","130103 171912","【本棚登録】『寄生獣（1） (アフタヌーンKC (26))』岩明 均 http://t.co/h0GmoC58 #booklog"
"286748238608994306","130103 171802","【本棚登録】『テルマエ・ロマエ I (BEAM COMIX)』ヤマザキマリ http://t.co/1VAa665n #booklog"
"286742631160094720","130103 165545","セイントオニイサンって入力したら候補に「聖闘士お兄さん」って出てきた。あかん、iPhoneごっちゃになってもてる。"
"286742449991331840","130103 165502","【本棚登録】『聖☆おにいさん(1) (モーニングKC)』中村 光 http://t.co/P7LNGLie #booklog"
"286742228431417344","130103 165409","【本棚登録】『ヒストリエ(1) (アフタヌーンKC)』岩明 均 http://t.co/EzLg2X7U #booklog"
"286741973472272384","130103 165308","【本棚登録】『HUNTER×HUNTER 1 (ジャンプ・コミックス)』冨樫 義博 http://t.co/tXmLsqvn #booklog"
"286725319132602369","130103 154657","RT @yuzu_uik: 東工大学長「本学では2013が素数ではないと落胆する学生が多いようですが、2013年は1987年以来の西暦4つの数字が違う年です。つまり多くの学生諸君にとって初めての西暦4つの数字が違う年です！」

東工大生「うおおおおおおおおおおお！！！！！！！！」"
"286689879683895297","130103 132608","阪神タイガースのカレンダー欲しい方いらっしゃいませんか？
Facebookでも募集したけど人気なさすぎワロタ状態w http://t.co/5JKTVr7Z"
"286689082585800705","130103 132258","@tz3ldtzqj5 一日使ってみましたがすごく暖かくてよかったですよ！"
"286687681977647104","130103 131724","RT @sohbunshu: 私は「敗戦国だから仕方ない」という発想こそ問題だと思う。是々非々を正面から議論しないから是非善悪が分けられない。"
"286661407162916864","130103 113300","男性週刊誌に掲載されるような「ありがちな下ネタ」は安全圏の確認作業に過ぎない。私たちはタブーを侵すことを恐れてはいけない。



などと意味不明な供述をしており…"
"286659447143673856","130103 112512","三が日の午前中だぞ"
"286656989294120961","130103 111526","""「私Ｍっぽくて、バックが好きなんです…」などとは恥ずかしげもなく主張できるのに、ケツ毛の処理やグロ肛門について考えもしない・議論をしないのは、異常である"" http://t.co/kCow4iLu"
"286656172021395457","130103 111211","@artificialsatel うむ"
"286656046628499457","130103 111142","新神戸の駅弁で念願の明石焼をGET http://t.co/tGkYeTux"
"286655525133881344","130103 110938","トップバリュの着る毛布を買うたよ。 http://t.co/qYUFSWWi"
"286647791957180416","130103 103853","ETCゲートに「ハック禁止」って書いてあって嬉しくなったけど「バ」の濁点がバンドで見えなくなっていただけだった。"
"286643569010290688","130103 102207","弟に『楽しいRuby』進呈した。"
"286636444397735936","130103 095348","関西イントネーションで ""Twitter"" と発音するのに慣れて来たところで東京へ戻ります。"
"286563819122221058","130103 050513","「ミニチュア」を miniature に近づけるため「ア」を補って綴ろうとするとグーグル先生は「もしかして: ミニチュア」と訂正してくるな。 http://t.co/3vtIVaDa"
"286562995528691713","130103 050156","@piyo4fukki Instagram で手軽にこういう撮影できるんですが、動画も手軽に撮影できるようになるといいですねぇ。英語は確かにそうですね。エンターテイ（ン）メントとかと同類ですね！"
"286556615547682816","130103 043635","よくできたミニチュアだなぁ http://t.co/kTCQuEXC"
"286491661566107648","130103 001829","（移動が自動車だとPCさわって勉強してるとき以外も身体を動かさないので著しい身体の鈍りを感じて）筋トレをした。"
"286422864700243968","130102 194507","RT @koizuka: reading 専門領域のプロと換金能力のプロは違う - ku-sukeのはてなダイアリー http://t.co/CjMqMAPD"
"286421535525330944","130102 193950","ガチ留年勢 vs. 留年ガチ勢

※語感としては後者の方が退学に近い"
"286421197976109056","130102 193829","ホリエモンが首相になってくれないかなぁ。彼くらい有能で清廉潔白な人は逆にいないんじゃないか。"
"286420521191616513","130102 193548","中退ネタは留年ガチ勢からの反応が大きいw"
"286416210642472960","130102 191840","俺もなったw
“@yutayokoyan: おい、Facebook！勝手に俺を中退にするなよ！”"
"286416036444659712","130102 191759","バブルソートではないとは三木谷さんが首相になったとしても得られるかどうかという答えだな。戦前の日本人が米国のアイスクリームを食べて「勝てない」と確信したような心境。"
"286415130093318144","130102 191423","エリック・シュミット「100万の32ビット整数を効果的にソートするにはどうすればよいと思われますか？」
オバマ「そうですね、バブルソートを使うのは間違いでしょう」 http://t.co/t4hdDrdx"
"286372221025411072","130102 162352","PHPのフレームワークはlaravelっていうのが来てるのかぁ。Fuelですら馴染んでないのに… http://t.co/WcavCTbC"
"286371560858730496","130102 162115","「黙ってコード書けや」"
"286371127704559616","130102 161932","Shut the fuck up, and write some code!

“@kuy: 書き初めしました。 http://t.co/4LQybdmf”"
"286324356886446080","130102 131340","日体大 ヨダレ"
"286324096558567424","130102 131238","箱根駅伝にロードバイクの人が映った！"
"286317819673595906","130102 124742","「貴様誰に向かって通知してんのか分かってんのか？！」"
"286314959774830592","130102 123620","地元帰ると自分も子供は育てるべきなんだろうなという気になる。自分を生態系の一部だと再認識するからかな？"
"286308877241315328","130102 121210","JST最強
“@twitter: Happy New Year! See the spikes in Tweets per second as people celebrated around the world: http://t.co/MY1CVeIw”"
"286306695448256514","130102 120330","悪い言葉「妄想」を2回ツイートしたymkjpさんの2013年の運勢は凶です - 【 #日頃の行いおみくじ 】2012年のツイートを分析して2013年の運勢を表示!結果はこちら→ http://t.co/C3K9OFUE"
"286144441679495168","130102 011845","80になる祖父相手に猪瀬直樹『ミカドの肖像』で得た薀蓄を開陳したところ大好評。祖父はゴルフ場で働いている(地元の三木市は日本一ゴルフ場が多い)ので特に天皇裕仁の皇太子時代のゴルフ運動のエピソードなどは興味しんしん。いやはや書籍のパワーは時代を超えますね。"
"286122396191174656","130101 235110","作業を邪魔してくるBOT http://t.co/7D97MTTz"
"286121952672874498","130101 234924","2013年の抱負 http://t.co/rWpCTJE8"
"286116819717197824","130101 232900","『楽しいRuby』の練習問題、今夜で全部終わりそう。HTML/RSSの解析とHTTPサーバのアクセスログ解析のツールにも手をつけてみようかな。"
"286115162505748480","130101 232225","数え年で25だから今年は本厄なんだって。これってただの規模の大きな霊感商法じゃないですか？"
"286062457968021504","130101 195259","あきたこまち、精米済み30kgを8500円でJAに卸すらしい"
"286056257134145536","130101 192821","弟と従姉妹とFacebookで友達になったよ。"
"286016120375357440","130101 164852","父 (¦3ꇤ[▓▓] http://t.co/wKvMcr30"
"285997973517766656","130101 153645","出版業界における1つの最前線を作り出しているプロ編集者ですね http://t.co/FinhM0d9"
"285991705319206914","130101 151150","寝正月 (¦3ꇤ[▓▓]"
"285990757913989120","130101 150804","RT @sohbunshu: 保育園になぜ公共投資をしないか。女性の社会進出と雇用増が両立。道路とかではなく。"
"285990714255499264","130101 150754","RT @bulkneets: 不要な月極サービスを解約し忘れたみなさん明けましておめでとうございます"
"285989918176575490","130101 150444","RT @hazuma: 自衛隊が必要なのは自明であり、そして自明なものを違憲化している憲法がバカげているのも自明である。これは戦前の歴史がどーとか日米同盟がどーとかいっさい関係ない。"
"285700450005708801","121231 195429","机も有線LANもあるので実家の作業環境かなり良い。"
"285676379847147520","121231 181851","テルマエ・ロマエとヒストリエもそれぞれ1巻だけ読んだ。"
"285676142600531969","121231 181754","ハンターハンターは3巻まで読んで雰囲気をつかんだ。"
"285675940426690560","121231 181706","BetterTouchTool と Keyconfig を設定した。"
"285627851435286528","121231 150601","ハンターハンター1巻を買って初めて読んだ"
"285588458850902016","121231 122929","雪！ 驚かざるにはいられない！
(瀬戸内気候には珍しいのです！)"
"285447052496887808","121231 030735","漫画ってかさ張るので避けていたけれど Kindle Paperwhite で読めるものは積極的に買おうかな。"
"285441751945183232","121231 024631","弟と Ruby の勉強をした。"
"285322868861071360","121230 185407","年末の挨拶「良いお年を」を「今年の残り少ない日々を良い感じで過ごして下さい」っていう Have a nice day 的な熟語かと勘違いしていた世間知らずの残り少ない2012年のツイートを引き続き良い感じでお楽しみ下さい。"
"285320495975510016","121230 184441","is_prime が prime? みたいなメソッド名になるのあざとい"
"285319020591341568","121230 183850","郡山市で食べたフラミンゴのファミリーレストラン、福島県人なら知っている人が多いのかな？w"
"285318772074614784","121230 183750","@yutayokoyan 時間泥棒になってあげること！"
"285303602132697088","121230 173734","うちの両親は好きにさせてくれて「そういうもんやで」と言うと「そうなんや」となるけれど、たぶんエリートな親であればあるほどこのあたり型にはめてこようとするので衝突は起こるだろうなと思う。"
"285302949960355841","121230 173458","以心伝心に期待しない。無条件に信頼するのはビジネスにない親族ならではの関係だけれど、それでも言葉にするのは大事。大切な人との間なら余計に考えは伝えて理解を得たほうがいい。"
"285302234848301056","121230 173208","祖父母の年代だと逆に「一生同じ会社に務める」という概念は薄いけどね。終身雇用なんてそんなもんですよ、幻想幻想。"
"285301846451552256","121230 173035","祖父母と孫の関係ならまだしも親子の関係だと仕事とかの話、1年に1度しかない機会にしっかり話しておくのは大事だと思う。"
"285301250730381312","121230 172813","就職祝い何が欲しいと聞かれて一生働くつもりがあるわけでもないのでいらないと言ったら「働く前からそんなこと言わんといて」とたしなめられるが、こういう部分はすれ違いがないようにと心を鬼にして本音を伝えた。"
"285300284580823040","121230 172423","FMラジオのアンテナをイヤホンケーブルで強化する親父ナイス http://t.co/oyJf71Q4"
"285263030701412352","121230 145621","母親はiPhone依存でPCのブラウザを使いこなせなくなっていた。クリックで新しくタブを開かれると「戻れなくなった」という。"
"285207758670807040","121230 111643","さすがに祖父母の家のアクセスポイントは自分のポケットWiFiだけ。 http://t.co/gpqYHcyU"
"285037364852711425","121229 235938","高校時代の作品 http://t.co/QsW8ptyL"
"285033178555629568","121229 234300","実家なう。テレビ中心の生活に違和感しかなくて馴染めないので疎外されている。"
"285028696660770817","121229 232511","ギー護勢がいっきに引っ越すのかぁ。"
"285014045671698432","121229 222658","明石焼だけは食って帰ろうと心に決めている。"
"285011531341631488","121229 221658","弟が地元の駅で盛大に吐瀉物を撒き散らしたので一家で介抱しているw"
"285002561889644544","121229 214120","父は工業高校卒業で元々は機械系のエンジニアなのでホームセンタに行ってDIYするのが趣味。"
"284994765232164864","121229 211022","5年ぶりの神戸電鉄 http://t.co/TACxQhbp"
"284992719552667648","121229 210213","弟はまだC言語しか経験したことがなくて、スクリプト言語の存在を教えると「C言語より簡単な言語があるの」と驚いていたので隔世の感がある。"
"284991150148960256","121229 205559","1年ぶりに帰ると弟が酒豪になっていたw"
"284940956128653313","121229 173632","RT @yutayokoyan: クリーニング出したあと服に着いてくる数々のタグはクリーニング屋さん向けの情報しか書いてないので、はずしていただけると助かる。"
"284937948321964032","121229 172435","Wiresharkでパケット解析のオライリー本が出てた http://t.co/b5fpKnvL"
"284934825989767170","121229 171211","結局時間潰しするのはジュンク堂w
こっちでしかできないことって何だろう？"
"284933023999332353","121229 170501","三宮ʕ⋈•◡-ʔ http://t.co/CUTU0kWF"
"284926143306555392","121229 163740","神戸市営地下鉄でSuica使おうとしたら怒られた。"
"284893587236343808","121229 142818","新幹線車内ほうぼうからカシュッ☆って聞こえてきて誘惑がやばい༼ꉺ.̫ꉺ༽"
"284891174517501953","121229 141843","RT @shuumai: どのチャンネルもたいていゴジラ顔…"
"284888439944511488","121229 140752","駅ベソ http://t.co/21hAtsar"
"284872131198713856","121229 130303","@kurop うん。Sugar Syntax の訳語だけどいい言葉だと思う！"
"284869739556270082","121229 125333","RT @kuy: そんなあなたにおすすめなのがpragmaticなのに品のよいPythonちゃんです！！！"
"284869632341467136","121229 125307","RT @kuy: Rubyも欲望丸出し系ではあるけど、独特の美意識があって、あまりお下品ではない。もちろん別の言語からくると下品だなぁと思う部分はあるけど。"
"284869121563295744","121229 125105","あなごの名店玉ゐの駅弁を食べつつ待合室で新幹線を待つ余裕っぷり。"
"284858795744714753","121229 121003","RT @kuy: @ymkjp だけど、そのミニマムな機能セットとか仕組みというのは考え抜かれた結果なので、何かができなくて困ることはまずない。これがPythonにをける美しさ。"
"284851891500879875","121229 114237","糖衣構文という日本語を覚えました。音感が素晴らしい。"
"284851131618848770","121229 113936","@kuy ですねぇ。貪欲なのが好感です。"
"284850358784774146","121229 113632","関西人だと「リスト(が)ないほう(を)表記」"
"284849218395443201","121229 113200","Python の dict でも内包表記って便利そう。"
"284848686201204736","121229 112953","CoffeeScript は JS を Ruby ぽく書けるっていうざっくりした印象しかなかったので Ruby にリスト内包表記がないから CoffeeScript にもないと思っていた。となると CoffeScript って相当強力ですね (`・ω・´)"
"284847718751404033","121229 112603","CoffeeScript でも使えるんですね！！！
“@kuy: @ymkjp Pythonでも2.7からdictでも内包表記使えるので便利です！あとCoffeeScriptでも使えるね。”"
"284846857342033920","121229 112237","リスト内包表記なんとなくしか知らなかったんだけど、ゼミ合宿の帰りのバスが暇だったのでHaskellの本読んでてその利点が分かった。短くて気持ち良い。それでいて可読性が高い。しかも使う機会も多い。"
"284846204624445441","121229 112002","iOSのあぷりはAndroidに比べてバックグラウンドで先読みしないことが多いなぁ。"
"284842200741859329","121229 110407","さくらインターネットのカレンダーとペンが届いた。"
"284841251352739843","121229 110021","@shun_naka たぶんぐぐって流入する人は多いはずです。僕のブログもほとんどが検索での流入です！"
"284830426319704064","121229 101720","@shun_naka 期待しております(๑◕ˇڡˇ◕๑)"
"284829313772183552","121229 101254","データマイニングを易しく解説した話とかかと思ったらニコ動を快適にみる話だったw

“@shun_naka: blog作ってみた(^-^)/
http://t.co/iMsvBp14”"
"284641623705534464","121228 214706","ESTA申請して渡航認証許可もろた。"
"284625624490967042","121228 204331","@shun_naka 中村さんのツイートを見て同じことを考えたのでそのまま流用しました∠(・_・)"
"284623844277358592","121228 203627","おうちに無事到着したので学生生活最後のゼミ合宿は終了！"
"284621803631034369","121228 202820","仕事納めTL!
みなさま、お疲れ様です ;)"
"284515522576515073","121228 132601","ブログのタイトルを変更したことがない者だけが生活の党に石を投げなさい"
"284485840560857088","121228 112804","@tmhir あ、ほんとだ。たぶん皆は気づいてないよ(・д・｀)"
"284484470113980417","121228 112238","セブンイレブン草津温泉ver. http://t.co/KaG1UAyG"
"284483544481398785","121228 111857","草津温泉って日本の温泉でもかなり人気なんだなぁ。あんま興味ないから知らなかった。 http://t.co/9s7vHDpe"
"284482639174455296","121228 111521","実家へのお土産 群馬こんにゃくチーズケーキ http://t.co/yHfy5JKQ"
"284482235707584512","121228 111345","""草津温泉の女将"" http://t.co/qQOHNlbk"
"284461147074228224","121228 094957","地に足を着けずに頭でっかちな理論を振り回すというのは実に僕らしいものではあるので学生生活を代表するに相応しい卒論にはなったなぁ…^^;"
"284460273719443458","121228 094628","卒論の修正はどうしようか迷うなぁ。他にやりたいことというか自分に課していることはあるので大きな手直しをする時間は費やしたくない。良い卒論を提出したい気持ちももちろんあるがそれに見合うインセンティブを見出せない。"
"284457949433327618","121228 093714","ゼミ合宿が行われている中沢ヴィレッジはお年寄りも働き盛りの親子も多い。それだけ施設が安心して使えるようになっている。全年齢が共存する理想郷。"
"284455581597696000","121228 092750","老人ホームに入居しているお年寄りがシフト制で託児施設を運営っていう形態のサービスってあるのかな？"
"284452344161267712","121228 091458","記憶は美化されるという。働きたくなくなると、ぶらぶら世界の都市を歩きたくなる。



ただしインド、お前はだめだ。"
"284451429505187841","121228 091120","「オールはその結果であって目的ではない」 (anon., 2012)"
"284450366953779202","121228 090706","学生割引が効くうちにMac買おうかなと思ったり思わなかったり"
"284445841576574976","121228 084908","@TomoRamone フェードイン、フェードアウトでやらせていただいております(｀・ω・´)ゞ"
"284267858958110720","121227 210154","腐卵臭 http://t.co/i14XyPrg"
